期号,first1,first2,first3,first4,first5,last1,last2,一等奖注数,一等奖奖金(元),二等奖注数,二等奖奖金(元),销售额(元),奖池奖金（元）,开奖日期,1~2,2~3,3~4,4~5,last1~last2
18117,7,11,13,22,29,3,8,10,10794899.0,152,105611.0,217651581,6498990134.83,2018-10-06,4,2,9,7,5
18116,1,14,17,21,33,7,10,7,12222027.0,62,269489.0,182177791,6524536540.06,2018-10-03,13,3,4,12,3
18115,2,6,13,18,25,1,2,10,11601803.0,179,101660.0,188986085,6535370887.62,2018-10-01,4,7,5,7,1
18114,12,18,26,28,29,5,6,6,8262635.0,95,194582.0,224148934,6552450316.38,2018-09-29,6,8,2,1,1
18113,8,12,27,31,33,4,8,1,10000000.0,92,212785.0,204939053,6557535636.88,2018-09-26,4,15,4,2,4
18112,3,7,8,9,29,9,10,4,14911968.0,126,122496.0,193514083,6521875291.15,2018-09-24,4,1,1,20,1
18111,3,16,27,28,32,4,5,3,10000000.0,64,340478.0,215472949,6520081923.65,2018-09-22,13,11,1,4,1
18110,6,19,21,27,28,3,11,9,11551454.0,189,90046.0,199222858,6499010024.89,2018-09-19,13,2,6,1,8
18109,10,16,23,25,34,2,5,5,15339472.0,50,375313.0,193599346,6515974853.57,2018-09-17,6,7,2,9,3
18108,9,10,24,31,32,7,12,1,10000000.0,56,411817.0,214909384,6512454344.16,2018-09-15,1,14,7,1,5
18107,7,8,9,10,22,3,4,6,13632220.0,118,164787.0,207148979,6469261221.79,2018-09-12,1,1,1,12,1
18106,4,14,17,24,31,1,4,3,16000000.0,114,171987.0,204182024,6472172226.51,2018-09-10,10,3,7,7,3
18105,1,16,19,20,31,2,7,3,10000000.0,80,272958.0,219284141,6452487726.44,2018-09-08,15,3,1,11,5
18104,1,13,14,26,28,7,11,1,10000000.0,51,405158.0,203640357,6430739174.62,2018-09-05,12,1,12,2,4
18103,14,24,26,28,35,2,3,0,0.0,43,497624.0,202609595,6391571458.42,2018-09-03,10,2,2,7,1
18102,6,7,13,22,24,10,12,2,10000000.0,99,233299.0,224197222,6342068179.76,2018-09-01,1,6,9,2,2
18101,3,14,15,23,29,4,5,12,10191131.0,273,49918.0,198499936,6308725026.92,2018-08-29,11,1,8,6,1
18100,6,20,21,26,30,6,9,5,13907038.0,58,287233.0,200023810,6342598373.69,2018-08-27,14,1,5,4,3
18099,12,13,16,20,21,1,7,6,9356006.0,47,550956.0,222690897,6343983973.51,2018-08-25,1,3,4,1,6
18098,2,15,18,25,27,5,7,6,13386222.0,82,232379.0,203730773,6340719923.61,2018-08-22,13,3,7,2,2
18097,10,12,14,18,23,1,4,3,16000000.0,33,651974.0,205831161,6344726748.78,2018-08-20,2,2,4,5,3
18096,13,14,20,28,34,6,10,4,16000000.0,105,219656.0,224999849,6319451570.86,2018-08-18,1,6,8,6,4
18095,7,14,18,29,35,5,12,12,9971523.0,258,54155.0,201899050,6304083968.85,2018-08-15,7,4,11,6,7
18094,11,16,25,30,34,8,10,0,0.0,58,400004.0,204437453,6342519469.97,2018-08-13,5,9,5,4,2
18093,3,11,16,18,33,3,11,4,16000000.0,101,214350.0,219900805,6289602123.49,2018-08-11,8,5,2,15,8
18092,5,7,14,18,19,4,10,1,10000000.0,82,221958.0,203960013,6271921898.9,2018-08-08,2,7,4,1,6
18091,6,22,26,28,31,1,7,3,16000000.0,66,320480.0,200209093,6239379715.37,2018-08-06,16,4,2,3,6
18090,6,20,24,33,34,4,11,2,16000000.0,58,356188.0,214323707,6215638458.69,2018-08-04,14,4,9,1,7
18089,26,27,28,32,34,6,10,3,10000000.0,237,69401.0,198789849,6185259533.87,2018-08-01,1,1,4,2,4
18088,8,9,21,25,33,1,8,5,15945388.0,59,335832.0,201070776,6175967288.11,2018-07-30,1,12,4,8,7
18087,3,14,19,23,25,1,4,3,10000000.0,75,296459.0,221733708,6170422461.93,2018-07-28,11,5,4,2,3
18086,16,22,24,29,31,4,5,2,10000000.0,36,575243.0,202039886,6147152397.99,2018-07-25,6,2,5,2,1
18085,1,2,14,25,31,5,7,5,15635977.0,66,325838.0,203720742,6119215421.13,2018-07-23,1,12,11,6,2
18084,6,11,17,22,35,11,12,0,0.0,85,273312.0,221782319,6114274675.94,2018-07-21,5,6,5,13,1
18083,7,12,25,27,28,10,11,4,16000000.0,69,298640.0,203396776,6060893274.96,2018-07-18,5,13,2,1,1
18082,1,2,14,17,18,8,10,0,0.0,69,324070.0,202664331,6046964394.78,2018-07-16,1,12,3,1,2
18081,2,10,13,21,35,1,12,2,16000000.0,94,245718.0,220990027,5995484438.14,2018-07-14,8,3,8,14,11
18080,7,16,24,26,31,10,11,8,12097502.0,145,126707.0,200930992,5956453500.72,2018-07-11,9,8,2,5,1
18079,3,4,10,27,29,1,5,11,10555289.0,179,84926.0,202323374,5968985976.16,2018-07-09,1,6,17,2,4
18078,7,11,12,22,30,3,6,3,16000000.0,149,129051.0,218580534,5999253266.21,2018-07-07,4,1,10,8,3
18077,1,6,9,15,26,8,9,2,16000000.0,107,196467.0,203843593,5981630962.46,2018-07-04,5,3,6,11,1
18076,7,18,28,29,32,6,8,7,12509673.0,181,89504.0,199580156,5950663010.78,2018-07-02,11,10,1,3,2
18075,1,6,12,20,34,4,12,1,10000000.0,90,264019.0,220535723,5958857007.2,2018-06-30,5,6,8,14,8
18074,3,9,12,28,30,4,12,21,9677411.0,159,109382.0,199597596,5909727592.75,2018-06-27,6,3,16,2,8
18073,13,19,24,25,29,2,8,7,12413360.0,151,108310.0,201563745,5972044398.22,2018-06-25,6,5,1,4,6
18072,5,12,17,24,26,1,2,3,16000000.0,98,265936.0,224650873,5981278505.68,2018-06-23,7,5,7,2,1
18071,2,5,23,30,31,3,9,2,16000000.0,48,426233.0,214566154,5949658808.6,2018-06-20,3,18,7,1,6
18070,2,5,10,16,30,4,7,1,10000000.0,71,266507.0,211903935,5919039404.5,2018-06-18,3,5,6,14,3
18069,1,8,13,21,24,2,11,6,16000000.0,53,487137.0,241142640,5885037873.39,2018-06-16,7,5,8,3,9
18068,8,12,16,26,33,5,6,2,10000000.0,104,168593.0,196468042,5874936454.44,2018-06-13,4,4,10,7,1
18067,3,7,12,18,31,7,10,1,10000000.0,102,223379.0,219756324,5854895390.25,2018-06-11,4,5,6,13,3
18066,1,20,23,32,33,1,4,2,10000000.0,82,325676.0,239793134,5813704069.93,2018-06-09,19,3,9,1,3
18065,7,10,28,31,32,8,10,4,16000000.0,172,120590.0,220810457,5772639586.93,2018-06-06,3,18,3,1,2
18064,1,3,4,11,29,2,4,0,0.0,96,256670.0,224954479,5761282472.73,2018-06-04,2,1,7,18,2
18063,5,14,15,32,34,3,10,6,14668136.0,125,174798.0,245622727,5705403010.45,2018-06-02,9,1,17,2,7
18062,12,14,19,23,35,2,7,1,10000000.0,86,314929.0,238259472,5703821164.03,2018-05-30,2,5,4,12,5
18061,4,10,12,28,31,8,11,7,14238393.0,91,273987.0,237450953,5653787525.57,2018-05-28,6,2,16,3,3
18060,4,22,27,29,31,2,10,3,16000000.0,84,362384.0,263797526,5654020895.59,2018-05-26,18,5,2,2,8
18059,1,9,10,27,35,6,11,1,10000000.0,97,265464.0,242609804,5611696366.03,2018-05-23,8,1,17,8,5
18058,9,11,12,26,32,4,10,2,16000000.0,192,109816.0,239072621,5563764270.56,2018-05-21,2,1,14,6,6
18057,13,19,22,27,28,5,6,14,11672670.0,160,162584.0,263782813,5533435106.09,2018-05-19,6,3,5,1,1
18056,2,4,16,28,34,5,7,1,10000000.0,108,256385.0,242284907,5556714938.56,2018-05-16,2,12,12,6,2
18055,3,7,20,33,34,9,10,2,16000000.0,129,200201.0,247382161,5505823357.74,2018-05-14,4,13,13,1,1
18054,9,10,12,20,30,1,7,20,10587332.0,196,145875.0,266905172,5465203784.82,2018-05-12,1,2,8,10,6
18053,11,16,21,23,25,2,12,0,0.0,75,404120.0,247482667,5515804329.86,2018-05-09,5,5,2,2,10
18052,5,16,18,19,25,2,7,7,14377289.0,140,165371.0,240438756,5447819442.24,2018-05-07,11,2,1,6,5
18051,9,18,28,29,35,3,11,4,16000000.0,123,208043.0,263978006,5447396941.16,2018-05-05,9,10,1,6,8
18050,22,24,26,34,35,6,12,1,10000000.0,79,360688.0,241836897,5422293093.95,2018-05-02,2,2,8,1,6
18049,4,7,9,10,13,6,12,0,0.0,94,235900.0,230788528,5368233194.3,2018-04-30,3,2,1,3,6
18048,2,3,11,20,25,2,7,5,16000000.0,93,327099.0,276622481,5318104005.26,2018-04-28,1,8,9,5,5
18047,3,8,10,14,20,4,8,4,16000000.0,92,293380.0,258398718,5293491487.24,2018-04-25,5,2,4,6,4
18046,10,20,22,29,32,5,10,11,12208708.0,78,313651.0,257284500,5268370217.12,2018-04-23,10,2,7,3,5
18045,2,5,20,30,35,5,9,6,16000000.0,109,274782.0,283210997,5283900535.62,2018-04-21,3,15,10,5,4
18044,2,4,6,18,21,5,8,3,16000000.0,182,139078.0,265929558,5268779121.72,2018-04-18,2,2,12,3,3
18043,3,6,13,28,33,4,11,27,9480078.0,121,182398.0,256568992,5239147674.15,2018-04-16,3,7,15,5,7
18042,3,19,25,29,35,5,9,35,9094758.0,192,104134.0,265007165,5327068941.34,2018-04-14,16,6,4,6,4
18041,1,23,25,31,33,1,12,4,16000000.0,92,342140.0,253422570,5445163138.2,2018-04-11,22,2,6,2,11
18040,5,7,18,27,31,1,8,0,0.0,187,113043.0,211513034,5411665761.22,2018-04-09,2,11,9,4,7
18039,2,7,14,29,32,10,11,3,16000000.0,130,175603.0,217344524,5364269644.97,2018-04-07,5,7,15,3,1
18038,14,23,25,31,32,1,3,4,16000000.0,52,421468.0,198878775,5339234513.65,2018-04-04,9,2,6,1,2
18037,1,3,27,30,31,2,11,3,16000000.0,79,293422.0,205790103,5323867872.59,2018-04-02,2,24,3,1,9
18036,11,17,18,21,27,7,8,0,0.0,66,331819.0,227859939,5297754793.49,2018-03-31,6,1,3,6,1
18035,5,7,10,12,24,7,11,0,0.0,101,207531.0,211060885,5244871082.16,2018-03-28,2,3,2,12,4
18034,8,11,22,27,32,3,7,5,8607549.0,136,125334.0,212117050,5196338763.17,2018-03-26,3,11,5,5,4
18033,2,3,19,23,34,4,9,11,11004185.0,189,105385.0,231061109,5198381632.29,2018-03-24,1,16,4,11,5
18032,7,10,17,32,35,5,12,1,10000000.0,87,257923.0,211403323,5225006750.48,2018-03-21,3,7,15,3,7
18031,3,8,13,17,23,5,11,2,16000000.0,109,185174.0,211527559,5184093714.28,2018-03-19,5,5,4,6,6
18030,5,18,21,28,32,9,11,3,16000000.0,175,108824.0,230478981,5152546013.85,2018-03-17,13,3,7,4,2
18029,3,9,21,25,29,1,8,4,16000000.0,103,179816.0,211962307,5134052855.83,2018-03-14,6,12,4,4,7
18028,4,19,25,30,35,4,7,1,10000000.0,74,280585.0,210397698,5125941530.51,2018-03-12,15,6,5,5,3
18027,1,18,20,21,26,4,11,4,16000000.0,47,412488.0,222637440,5085962016.49,2018-03-10,17,2,1,5,7
18026,1,2,3,4,30,3,5,2,10000000.0,157,132177.0,205938359,5074912532.29,2018-03-07,1,1,1,26,2
18025,7,8,9,15,34,7,8,4,16000000.0,58,324915.0,207433913,5047617317.86,2018-03-05,1,1,6,19,1
18024,2,16,24,30,32,4,7,3,10000000.0,35,614296.0,230080943,5038602897.33,2018-03-03,14,8,6,2,3
18023,12,13,18,21,29,2,8,1,10000000.0,89,177262.0,203587803,5016451627.03,2018-02-28,1,5,3,8,6
18022,2,10,19,33,35,5,6,0,0.0,55,356870.0,202288216,4988506161.93,2018-02-26,8,9,14,2,1
18021,5,6,8,9,15,4,11,1,10000000.0,116,161963.0,233520667,4941852651.3,2018-02-24,1,2,1,6,7
18020,1,10,13,14,21,9,12,2,16000000.0,63,401828.0,223552917,4908324787.43,2018-02-14,9,3,1,7,3
18019,10,11,19,21,28,5,12,1,10000000.0,54,401492.0,206501821,4865933980.43,2018-02-12,1,8,2,7,7
18018,6,8,13,24,28,6,12,0,0.0,77,283049.0,226108418,4824492674.96,2018-02-10,2,5,11,4,6
18017,4,19,21,23,31,4,9,5,15886731.0,47,420180.0,202520718,4771863108.84,2018-02-07,15,2,2,8,5
18016,1,2,12,13,23,9,12,3,10000000.0,104,173612.0,202835116,4766514256.47,2018-02-05,1,10,1,10,3
18015,4,13,15,18,29,5,11,2,10000000.0,81,249054.0,220572521,4753653322.59,2018-02-03,9,2,3,11,6
18014,14,16,18,24,31,1,8,1,10000000.0,75,301705.0,203817985,4726825681.12,2018-01-31,2,2,6,7,7
18013,8,24,31,33,35,7,10,0,0.0,52,393516.0,203090721,4684812702.88,2018-01-29,16,7,2,2,3
18012,3,22,24,29,34,7,11,7,13150388.0,136,148092.0,218599858,4635213010.41,2018-01-27,19,2,5,5,4
18011,3,13,15,23,26,1,10,0,0.0,44,495422.0,203498133,4641173456.84,2018-01-24,10,2,8,3,9
18010,24,25,26,28,29,4,12,4,16000000.0,97,218720.0,209455315,4588018755.46,2018-01-22,1,1,2,1,8
18009,10,12,28,30,34,3,4,0,0.0,46,542323.0,230281073,4570009063.45,2018-01-20,2,16,2,4,1
18008,9,15,17,20,22,10,11,6,15715672.0,62,360731.0,211879491,4509562520.37,2018-01-17,6,2,3,2,1
18007,3,4,28,31,34,4,11,4,16000000.0,53,421059.0,210430592,4504102672.18,2018-01-15,1,24,3,3,7
18006,19,20,30,32,33,3,5,0,0.0,159,126584.0,228876959,4483250787.12,2018-01-13,1,10,2,1,2
18005,4,9,23,24,30,8,11,7,12413708.0,223,78118.0,208354385,4435847449.69,2018-01-10,5,14,1,6,3
18004,4,9,22,28,30,1,10,5,15659787.0,70,298432.0,205801716,4445675467.45,2018-01-08,5,13,6,2,9
18003,4,21,23,24,30,9,10,7,13689918.0,76,276468.0,226801109,4440647604.82,2018-01-06,17,2,1,6,1
18002,12,20,23,27,34,1,6,12,10374641.0,93,173497.0,208431222,4443585959.01,2018-01-03,8,3,4,7,5
18001,1,13,22,25,35,3,4,7,14621280.0,56,399756.0,215274808,4479674483.42,2018-01-01,12,9,3,10,1
17153,1,9,24,26,34,9,12,5,16000000.0,95,260148.0,236928410,4478126302.73,2017-12-30,8,15,2,8,3
17152,2,4,7,23,28,2,8,5,14721400.0,112,164051.0,214887235,4466541182.05,2017-12-27,2,3,16,5,6
17151,5,6,23,28,32,4,5,5,16000000.0,65,317504.0,211995741,4464946961.94,2017-12-25,1,17,5,4,1
17150,3,6,10,13,18,9,11,1,10000000.0,57,452286.0,235911666,4457502260.87,2017-12-23,3,4,3,5,2
17149,10,18,19,25,26,4,12,1,10000000.0,138,164488.0,216816379,4407904079.86,2017-12-20,8,1,6,1,8
17148,19,27,31,32,35,11,12,6,13731784.0,72,241924.0,211263443,4364959468.08,2017-12-18,8,4,1,3,1
17147,5,16,17,25,34,1,11,1,10000000.0,106,243185.0,229737246,4367250718.28,2017-12-16,11,1,8,9,10
17146,1,5,11,14,35,9,10,5,14628982.0,125,145136.0,213122165,4318480826.62,2017-12-13,4,6,3,21,1
17145,4,7,17,18,19,3,10,4,16000000.0,143,115507.0,213369884,4317224774.98,2017-12-11,3,10,1,1,7
17144,3,21,23,29,32,10,11,3,10000000.0,91,258886.0,233101357,4309699345.11,2017-12-09,18,2,6,3,1
17143,6,9,24,29,32,2,7,4,10000000.0,84,235232.0,209971249,4282393686.41,2017-12-06,3,15,5,3,5
17142,1,5,16,19,28,2,10,1,10000000.0,73,279873.0,209153464,4275347171.15,2017-12-04,4,11,3,9,8
17141,2,8,21,22,29,3,5,4,16000000.0,97,240382.0,227842115,4237389514.38,2017-12-02,6,13,1,7,2
17140,10,16,25,26,29,1,5,5,16000000.0,76,297203.0,210287622,4219678773.37,2017-11-29,6,9,1,3,4
17139,2,6,19,25,32,9,12,3,16000000.0,123,146168.0,208076169,4210596967.28,2017-11-27,4,13,6,7,3
17138,4,7,9,20,25,2,11,14,10480284.0,87,230566.0,224706665,4195563190.17,2017-11-25,3,2,11,5,9
17137,1,20,22,28,29,5,7,25,9630430.0,44,476424.0,208371260,4236731015.78,2017-11-22,19,2,6,1,2
17136,1,11,20,21,22,3,4,27,9406288.0,114,165192.0,204621999,4314495402.73,2017-11-20,10,9,1,1,1
17135,1,12,15,19,22,2,4,4,10000000.0,76,331396.0,228099000,4403766719.35,2017-11-18,11,3,4,3,2
17134,7,18,19,32,34,2,10,3,16000000.0,115,168249.0,209089016,4384046233.1,2017-11-15,11,1,13,2,8
17133,15,17,19,32,33,1,3,0,0.0,64,319072.0,205369201,4363865130.97,2017-11-13,2,2,13,1,2
17132,11,17,23,26,27,1,10,2,10000000.0,79,300043.0,228286369,4314342249.6,2017-11-11,6,6,3,1,9
17131,3,5,8,19,34,1,12,4,10000000.0,97,210896.0,209769933,4276365066.49,2017-11-08,2,3,11,15,11
17130,5,18,28,33,34,3,4,2,16000000.0,77,284796.0,205281738,4269462536.11,2017-11-06,13,10,5,1,1
17129,5,17,20,32,33,4,9,5,13706956.0,136,119724.0,221400965,4234584571.14,2017-11-04,12,3,12,1,5
17128,9,11,13,18,33,2,3,5,16000000.0,60,379753.0,210460163,4236702290.25,2017-11-01,2,2,5,15,1
17127,2,15,18,21,22,3,10,18,9492052.0,126,129742.0,202014185,4224508242.85,2017-10-30,13,3,3,1,7
17126,3,4,13,24,33,1,11,5,16000000.0,85,282713.0,224742436,4291619493.61,2017-10-28,1,9,11,9,10
17125,7,11,18,26,28,4,5,20,9044072.0,329,34998.0,202527987,4275162353.38,2017-10-25,4,7,8,2,1
17124,3,29,30,32,35,3,8,1,10000000.0,64,287723.0,201634459,4351880934.91,2017-10-23,26,1,2,3,5
17123,3,15,23,26,32,1,12,3,16000000.0,89,288216.0,224279189,4318722376.23,2017-10-21,12,8,3,6,11
17122,3,12,18,29,34,3,11,4,16000000.0,94,219771.0,204853140,4284527224.27,2017-10-18,9,6,11,5,8
17121,1,6,12,26,31,1,7,0,0.0,91,239238.0,199583003,4271765199.07,2017-10-16,5,6,14,5,6
17120,8,15,24,26,27,5,6,10,10796014.0,149,101518.0,216330390,4223045066.72,2017-10-14,7,9,2,1,1
17119,5,7,13,29,35,3,8,7,13274931.0,57,347059.0,197391000,4247472952.64,2017-10-11,2,6,16,6,5
17118,2,7,16,20,33,3,11,20,10060188.0,77,267091.0,195121929,4252457950.64,2017-10-09,5,9,4,13,8
17117,5,7,9,24,32,8,10,6,13869492.0,58,352924.0,207881694,4307581838.48,2017-10-07,2,2,15,8,2
17116,2,27,30,32,33,1,3,2,10000000.0,43,387859.0,172984540,4309435912.43,2017-10-04,25,3,2,1,2
17115,14,19,20,25,31,6,8,5,14437326.0,285,61497.0,175963547,4288831778.98,2017-10-02,5,1,5,6,2
17114,6,7,12,18,23,1,12,1,10000000.0,78,331996.0,221457669,4288325250.21,2017-09-30,1,5,6,5,11
17113,5,8,17,18,23,4,12,11,10562481.0,133,117027.0,202181819,4238842403.1,2017-09-27,3,9,1,5,8
17112,5,6,20,31,32,6,12,11,11550753.0,114,168251.0,199283910,4270235999.62,2017-09-25,1,14,11,1,6
17111,2,14,17,26,34,8,12,2,16000000.0,57,401712.0,220140489,4289815823.69,2017-09-23,12,3,9,8,4
17110,10,14,20,21,35,2,5,4,16000000.0,80,246483.0,201794687,4252044900.23,2017-09-20,4,6,1,14,3
17109,6,9,19,26,34,5,7,12,10813792.0,137,122579.0,202094126,4242085787.76,2017-09-18,3,10,7,8,2
17108,1,4,15,21,22,4,9,5,16000000.0,66,350998.0,224635006,4268598635.95,2017-09-16,3,11,6,1,5
17107,4,10,19,25,27,6,12,3,16000000.0,130,146972.0,203030002,4256486298.74,2017-09-13,6,9,6,2,6
17106,9,12,18,23,29,2,4,4,16000000.0,103,208345.0,201806989,4239006390.5,2017-09-11,3,6,5,6,2
17105,4,15,22,24,32,2,9,2,10000000.0,51,429361.0,224525720,4224981559.54,2017-09-09,11,7,2,8,7
17104,9,11,22,27,30,9,11,4,15459955.0,295,57716.0,200139054,4191982211.19,2017-09-06,2,11,5,3,2
17103,4,19,20,24,29,3,4,2,10000000.0,68,277360.0,199164249,4188619607.84,2017-09-04,15,1,4,5,1
17102,1,12,23,24,29,8,12,2,10000000.0,72,341739.0,224707432,4163837398.83,2017-09-02,11,11,1,5,4
17101,5,15,21,25,29,5,8,27,8793299.0,224,50625.0,200305918,4125812710.07,2017-08-30,10,6,4,4,3
17100,2,5,18,19,31,1,9,0,0.0,94,191539.0,199482458,4228046475.45,2017-08-28,3,13,1,12,8
17099,8,9,17,18,24,3,7,1,10000000.0,70,294620.0,221193415,4185748073.38,2017-08-26,1,8,1,6,4
17098,6,9,17,30,35,10,11,2,10000000.0,99,182006.0,196939620,4147258197.12,2017-08-23,3,8,13,5,1
17097,7,14,19,22,34,7,12,1,10000000.0,96,200011.0,196473148,4126211909.27,2017-08-21,7,5,3,12,5
17096,3,7,9,17,28,4,12,1,10000000.0,126,171416.0,208897903,4090375934.88,2017-08-19,4,2,8,11,8
17095,15,32,33,34,35,3,12,13,10464793.0,1523,24000.0,201396755,4049665155.53,2017-08-16,17,1,1,1,9
17094,3,5,8,29,33,4,8,7,12744230.0,132,127193.0,199415092,4085529699.07,2017-08-14,2,3,21,4,4
17093,5,6,17,21,29,2,4,5,9617428.0,95,232664.0,221236141,4092641538.01,2017-08-12,1,11,4,8,2
17092,3,7,9,17,34,4,5,0,0.0,59,261534.0,195744671,4088257898.69,2017-08-09,4,2,8,17,1
17091,1,5,7,16,19,3,12,0,0.0,73,244924.0,195484927,4051343402.1,2017-08-07,4,2,9,3,9
17090,3,6,15,22,35,9,11,1,10000000.0,65,357508.0,213149992,4007843515.18,2017-08-05,3,9,7,13,2
17089,3,5,6,15,18,3,10,6,12669388.0,157,101153.0,195804666,3963658496.87,2017-08-02,2,1,9,3,7
17088,5,28,31,34,35,8,9,3,10000000.0,67,280915.0,197682581,3970858479.61,2017-07-31,23,3,3,1,1
17087,3,14,21,29,35,2,6,1,10000000.0,87,259430.0,217653411,3955355946.09,2017-07-29,11,7,8,6,4
17086,12,15,18,22,31,1,8,17,9856732.0,103,157915.0,197778070,3912253586.3,2017-07-26,3,3,4,9,7
17085,9,13,14,25,30,2,5,13,10665224.0,261,61296.0,196537555,3965099359.07,2017-07-24,4,1,11,5,3
17084,6,11,14,21,31,9,12,0,0.0,61,373054.0,212546263,3995626666.61,2017-07-22,5,3,7,10,3
17083,2,5,14,22,34,3,9,1,10000000.0,92,217465.0,196082394,3942194218.71,2017-07-19,3,9,8,12,6
