期号,first1,first2,first3,first4,first5,last1,last2,一等奖注数,一等奖奖金(元),二等奖注数,二等奖奖金(元),销售额(元),奖池奖金（元）,开奖日期,1~2,2~3,3~4,4~5,last1~last2
14135,20,26,28,30,35,9,12,2,10000000.0,43,506248.0,- -,1191956659,2014-11-17,6,2,2,5,3
14134,2,5,7,11,32,9,12,2,10000000.0,57,391134.0,- -,1157903994,2014-11-15,3,2,4,21,3
14133,2,8,12,14,18,4,12,3,16000000.0,263,70833.0,- -,1125548895,2014-11-12,6,4,2,4,8
14132,1,3,4,19,32,1,7,2,10000000.0,32,695614.0,- -,1103993932,2014-11-10,2,1,15,13,6
14131,3,16,19,23,27,3,7,3,16000000.0,381,58587.0,- -,1070373608,2014-11-08,13,3,4,4,4
14130,2,18,31,32,33,5,7,4,15732336.0,93,185616.0,- -,1047946346,2014-11-05,16,13,1,1,2
14129,7,22,28,30,32,5,6,1,10000000.0,56,312736.0,- -,1043803747,2014-11-03,15,6,2,2,1
14128,2,4,16,22,34,8,11,2,10000000.0,59,354326.0,- -,1012105455,2014-11-01,2,12,6,12,3
14127,2,4,6,15,19,2,11,5,16000000.0,31,630937.0,- -,980248197,2014-10-29,2,2,9,4,9
14126,2,9,22,30,34,9,10,1,10000000.0,50,354635.0,- -,973284763,2014-10-27,7,13,8,4,1
14125,12,15,19,23,31,4,10,3,16000000.0,137,124420.0,- -,941910615,2014-10-25,3,4,4,8,6
14124,1,3,28,29,35,8,12,6,14348160.0,34,577104.0,- -,926501357,2014-10-22,2,25,1,6,4
14123,1,9,12,22,25,2,9,4,15655280.0,40,399792.0,- -,926243050,2014-10-20,8,3,10,3,7
14122,3,10,25,26,35,1,7,3,16000000.0,99,185518.0,- -,922321109,2014-10-18,7,15,1,9,6
14121,13,16,18,22,32,8,10,5,14874289.0,77,219336.0,- -,903584105,2014-10-15,3,2,4,10,2
14120,1,4,6,18,33,5,11,2,10000000.0,35,543416.0,- -,901617720,2014-10-13,3,2,12,15,6
14119,4,8,9,13,18,8,12,1,10000000.0,103,149081.0,- -,876616071,2014-10-11,4,1,4,5,4
14118,2,3,23,24,26,5,11,0,0.0,46,391100.0,- -,848491203,2014-10-08,1,20,1,2,6
14117,3,14,17,18,33,6,9,2,10000000.0,57,213494.0,- -,806936584,2014-10-06,11,3,1,15,3
14116,6,13,15,24,27,4,5,1,10000000.0,84,192435.0,- -,797914592,2014-10-04,7,2,9,3,1
14115,1,5,26,29,30,2,10,3,16000000.0,61,255516.0,- -,770028734,2014-10-01,4,21,3,1,8
14114,3,16,24,30,33,5,8,6,11581153.0,90,119780.0,- -,759165112,2014-09-29,13,8,6,3,3
14113,2,13,17,19,23,1,6,6,12356454.0,70,205353.0,- -,770352154,2014-09-27,11,4,2,4,5
14112,3,5,14,18,32,2,10,3,16000000.0,43,367796.0,- -,778946120,2014-09-24,2,9,4,14,8
14111,11,16,18,20,29,3,4,0,0.0,37,406388.0,- -,766059220,2014-09-22,5,2,2,9,1
14110,9,18,19,22,24,8,11,2,16000000.0,78,209316.0,- -,729018439,2014-09-20,9,1,3,2,3
14109,15,18,20,21,23,1,2,5,8560406.0,48,349916.0,- -,707079547,2014-09-17,3,2,1,2,1
14108,1,2,13,23,35,9,12,2,16000000.0,78,181465.0,- -,709422417,2014-09-15,1,11,10,12,3
14107,5,13,14,21,34,8,10,1,10000000.0,76,250952.0,- -,691019481,2014-09-13,8,1,7,13,2
14106,5,9,11,20,22,5,11,1,10000000.0,86,160587.0,- -,657364184,2014-09-10,4,2,9,2,6
14105,4,10,26,29,32,4,8,2,10000000.0,68,202828.0,- -,634577614,2014-09-08,6,16,3,3,4
14104,7,13,14,28,32,4,11,6,13174665.0,84,209076.0,- -,621617813,2014-09-06,6,1,14,4,7
14103,14,20,23,25,26,10,12,1,10000000.0,50,319462.0,- -,626567022,2014-09-03,6,3,2,1,2
14102,1,7,14,19,20,3,12,4,14810172.0,93,160344.0,- -,596966907,2014-09-01,6,7,5,1,9
14101,9,10,12,17,28,3,11,0,0.0,126,123635.0,- -,595465040,2014-08-30,1,2,5,11,8
14100,2,4,8,12,35,1,7,3,16000000.0,53,357364.0,- -,559791030,2014-08-27,2,4,4,23,6
14099,15,21,22,23,33,1,7,3,10000000.0,62,274428.0,- -,541306441,2014-08-25,6,1,1,10,6
14098,16,18,22,25,35,3,10,2,10000000.0,49,338171.0,- -,529856031,2014-08-23,2,4,3,10,7
14097,3,15,20,21,23,7,9,1,10000000.0,40,428776.0,- -,508112843,2014-08-20,12,5,1,2,2
14096,3,7,21,23,31,5,10,11,10213571.0,131,100105.0,- -,476575124,2014-08-18,4,14,2,8,5
14095,6,22,30,31,34,5,6,4,8448139.0,52,246662.0,- -,508319326,2014-08-16,16,8,1,3,1
14094,13,14,24,25,34,4,7,9,10287689.0,232,55430.0,- -,510765155,2014-08-13,1,10,1,9,3
14093,3,8,30,32,34,9,11,0,0.0,82,204865.0,- -,538115272,2014-08-11,5,22,2,2,2
14092,2,18,27,30,32,5,11,1,10000000.0,44,394457.0,- -,498422452,2014-08-09,16,9,3,2,6
14091,10,16,18,29,32,2,7,1,10000000.0,50,301841.0,- -,466511258,2014-08-06,6,2,11,3,5
14090,2,3,20,23,28,6,8,120,8291936.0,90,187339.0,- -,439724222,2014-08-04,1,17,3,5,2
14089,2,8,12,29,30,7,12,10,10032468.0,151,77009.0,- -,897430770,2014-08-02,6,4,17,1,5
14088,7,13,20,25,26,8,11,3,16000000.0,121,129385.0,- -,929910085,2014-07-30,6,7,5,1,3
14087,4,7,31,33,35,9,10,1,10000000.0,83,214784.0,- -,916892029,2014-07-28,3,24,2,2,1
14086,6,8,27,29,35,3,9,4,10000000.0,71,277585.0,- -,886731623,2014-07-26,2,19,2,6,6
14085,6,12,13,25,29,11,12,3,9894855.0,124,108976.0,- -,879455090,2014-07-23,6,1,12,4,1
14084,2,7,9,11,28,5,9,8,11558734.0,201,86272.0,- -,875765643,2014-07-21,5,2,2,17,4
14083,18,20,24,33,35,5,10,2,10000000.0,102,162851.0,- -,892251472,2014-07-19,2,4,9,2,5
14082,1,8,18,23,25,8,12,0,0.0,59,307070.0,- -,872216864,2014-07-16,7,10,5,2,4
14081,3,5,8,10,25,9,12,0,0.0,62,266299.0,- -,830154471,2014-07-14,2,3,2,15,3
14080,17,20,23,25,27,3,10,4,16000000.0,55,327153.0,- -,792428610,2014-07-12,3,3,2,2,7
14079,9,10,20,31,32,6,10,4,16000000.0,80,214942.0,- -,783615300,2014-07-09,1,10,11,1,4
14078,10,15,16,22,28,4,5,3,10000000.0,95,191612.0,- -,778417883,2014-07-07,5,1,6,6,1
14077,9,16,26,31,32,1,5,5,15710614.0,73,268454.0,- -,765404764,2014-07-05,7,10,5,1,4
14076,5,10,19,31,32,9,10,1,10000000.0,125,148211.0,- -,760644298,2014-07-02,5,9,12,1,1
14075,5,7,29,32,35,4,10,8,10760696.0,64,189475.0,- -,729191341,2014-06-30,2,22,3,3,6
14074,6,11,22,27,30,5,11,2,10000000.0,134,129697.0,- -,750501664,2014-06-28,5,11,5,3,6
14073,4,5,7,13,35,5,6,5,14833326.0,220,86776.0,- -,729295547,2014-06-25,1,2,6,22,1
14072,17,19,22,24,30,2,9,1,10000000.0,31,531088.0,- -,727466021,2014-06-23,2,3,2,6,7
14071,4,14,15,22,23,1,7,2,16000000.0,49,354198.0,- -,696804568,2014-06-21,10,1,7,1,6
14070,1,2,7,10,32,4,12,2,10000000.0,67,191612.0,- -,669821040,2014-06-18,1,5,3,22,8
14069,16,22,27,29,31,2,9,2,10000000.0,35,365384.0,- -,658384418,2014-06-16,6,5,2,2,7
14068,5,15,24,29,35,5,6,3,10000000.0,121,126617.0,- -,648506595,2014-06-14,10,9,5,6,1
14067,3,18,23,24,31,3,7,1,10000000.0,32,546729.0,- -,642565242,2014-06-11,15,5,1,7,4
14066,8,14,16,20,31,3,11,2,10000000.0,51,319171.0,- -,609851883,2014-06-09,6,2,4,11,8
14065,7,12,19,31,33,7,12,7,11794467.0,67,207640.0,- -,593113888,2014-06-07,5,7,12,2,5
14064,8,15,33,34,35,1,8,3,9481293.0,225,58025.0,- -,605400258,2014-06-04,7,18,1,1,7
14063,11,17,21,23,34,3,4,1,10000000.0,34,446960.0,- -,603289864,2014-06-02,6,4,2,11,1
14062,4,7,17,24,25,2,4,0,0.0,61,316419.0,- -,576508734,2014-05-31,3,10,7,1,2
14061,4,11,17,20,29,6,10,1,10000000.0,69,203996.0,- -,530528894,2014-05-28,7,6,3,9,4
14060,12,22,29,30,34,5,11,3,16000000.0,67,225075.0,- -,508335617,2014-05-26,10,7,1,4,6
14059,7,15,17,25,29,4,11,7,11426236.0,121,113995.0,- -,499050363,2014-05-24,8,2,8,4,7
14058,9,15,22,24,26,2,7,4,14452816.0,82,170308.0,- -,514062616,2014-05-21,6,7,2,2,5
14057,8,10,20,27,33,1,9,5,13063638.0,56,256150.0,- -,513584094,2014-05-19,2,10,7,6,8
14056,12,18,28,29,35,7,8,1,10000000.0,84,156038.0,- -,518055775,2014-05-17,6,10,1,6,1
14055,4,23,26,27,35,10,11,1,10000000.0,98,120638.0,- -,497660787,2014-05-14,19,3,1,8,1
14054,2,3,20,25,34,1,12,3,16000000.0,78,202155.0,- -,479762955,2014-05-12,1,17,5,9,11
14053,2,11,17,27,30,3,4,2,10000000.0,72,220824.0,- -,465963587,2014-05-10,9,6,10,3,1
14052,14,19,21,24,30,2,7,1,10000000.0,35,391996.0,- -,448239242,2014-05-07,5,2,3,6,5
14051,1,7,11,29,30,3,11,8,9899520.0,79,126283.0,- -,426593556,2014-05-05,6,4,18,1,8
14050,10,18,27,28,35,1,6,1,10000000.0,31,484480.0,- -,449771795,2014-05-03,8,9,1,7,5
14049,3,15,17,22,31,3,5,1,10000000.0,43,300156.0,- -,427750617,2014-04-30,12,2,5,9,2
14048,1,2,5,15,35,1,11,3,15575924.0,30,475782.0,- -,410032886,2014-04-28,1,3,10,20,10
14047,6,17,18,30,34,6,12,2,16000000.0,61,239009.0,- -,404566567,2014-04-26,11,1,12,4,6
14046,3,15,18,21,26,1,6,2,16000000.0,24,496083.0,- -,387964150,2014-04-23,12,3,3,5,5
14045,6,10,12,16,30,2,11,1,10000000.0,44,311336.0,- -,376989546,2014-04-21,4,2,4,14,9
14044,22,23,25,27,35,3,11,2,10000000.0,53,263638.0,- -,358093528,2014-04-19,1,2,2,8,8
14043,1,11,23,29,30,1,12,0,0.0,84,160848.0,- -,347321907,2014-04-16,10,12,6,1,11
14042,16,21,25,27,35,6,11,4,7374876.0,36,291171.0,- -,319726297,2014-04-14,5,4,2,8,5
14041,5,7,11,15,18,5,12,3,15452672.0,48,296283.0,- -,325477040,2014-04-12,2,4,4,3,7
14040,12,15,21,30,33,2,8,3,14799476.0,34,368304.0,- -,320311146,2014-04-09,3,6,9,3,6
14039,2,5,11,15,20,8,11,0,0.0,44,283672.0,- -,316737417,2014-04-07,3,6,4,5,3
14038,7,8,12,20,32,3,5,4,12093641.0,66,169392.0,- -,290675013,2014-04-05,1,4,8,12,2
14037,3,4,8,19,34,2,4,3,14055156.0,55,205795.0,- -,294858966,2014-04-02,1,4,11,15,2
14036,1,2,12,17,29,3,8,3,8790665.0,49,284744.0,- -,293099516,2014-03-31,1,10,5,12,5
14035,9,12,14,28,29,3,10,4,12444700.0,80,139624.0,- -,291041521,2014-03-29,3,2,14,1,7
14034,3,11,14,27,32,5,7,6,6124320.0,226,37321.0,- -,294040655,2014-03-26,8,3,13,5,2
14033,1,7,8,28,29,4,8,2,8601186.0,181,48932.0,- -,313921770,2014-03-24,6,1,20,1,4
14032,2,5,6,9,31,2,9,1,10000000.0,51,225681.0,- -,313118209,2014-03-22,3,1,3,22,7
14031,6,15,27,32,33,3,4,2,7755906.0,192,33480.0,- -,298257838,2014-03-19,9,12,5,1,1
14030,3,14,18,29,35,11,12,5,12690017.0,25,570958.0,- -,299990119,2014-03-17,11,4,11,6,1
14029,3,21,22,23,35,5,9,7,10013158.0,120,82937.0,- -,302523173,2014-03-15,18,1,1,12,4
14028,3,10,20,25,30,10,12,2,16000000.0,46,251032.0,- -,323066741,2014-03-12,7,10,5,5,2
14027,9,10,24,28,29,10,12,3,7411068.0,57,143408.0,- -,313884979,2014-03-10,1,14,4,1,2
14026,5,10,12,15,26,4,8,0,0.0,119,101788.0,- -,318035173,2014-03-08,5,2,3,11,4
14025,19,20,27,32,34,6,8,4,11651851.0,61,155950.0,- -,292317488,2014-03-05,1,7,5,2,2
14024,7,11,15,31,32,6,11,5,11432657.0,40,286054.0,- -,297992483,2014-03-03,4,4,16,1,5
14023,4,13,15,29,33,5,9,6,9337376.0,120,40667.0,- -,306189144,2014-03-01,9,2,14,4,4
14022,3,6,10,16,25,10,11,1,10000000.0,37,335900.0,- -,325669431,2014-02-26,3,4,6,9,1
14021,6,10,17,23,24,3,9,6,10503380.0,57,174264.0,- -,309059701,2014-02-24,4,7,6,1,6
14020,1,14,17,30,35,6,7,2,10000000.0,48,258345.0,- -,322855712,2014-02-22,13,3,13,5,1
14019,7,12,22,29,32,11,12,3,12762660.0,92,99220.0,- -,316455971,2014-02-19,5,10,7,3,1
14018,8,9,12,28,34,2,12,0,0.0,50,202054.0,- -,317846981,2014-02-17,1,3,16,6,10
14017,5,10,11,23,34,1,10,8,10739428.0,42,330284.0,- -,295873500,2014-02-15,5,1,12,11,9
14016,4,6,13,24,34,4,9,8,6326869.0,25,483872.0,- -,312409622,2014-02-12,2,7,11,10,5
14015,4,6,18,20,30,5,7,1,10000000.0,46,209046.0,- -,336487176,2014-02-10,2,12,2,10,2
14014,1,9,11,27,29,3,11,2,8694497.0,52,164198.0,- -,325125162,2014-02-08,8,2,16,2,8
14013,10,11,13,22,28,4,12,1,10000000.0,120,98619.0,- -,324041671,2014-01-29,1,2,9,6,8
14012,9,20,21,23,29,5,7,2,15724552.0,73,118724.0,- -,308985857,2014-01-27,11,1,2,6,2
14011,4,6,14,24,35,7,12,2,16000000.0,35,438009.0,- -,305399026,2014-01-25,2,8,10,11,5
14010,5,10,20,26,27,1,3,2,10000000.0,55,268504.0,- -,289164215,2014-01-22,5,10,6,1,2
14009,10,18,25,29,33,7,8,3,11558622.0,161,42075.0,- -,277824746,2014-01-20,8,7,4,4,1
14008,11,13,20,28,35,1,5,1,10000000.0,34,387539.0,- -,282150599,2014-01-18,2,7,8,7,4
14007,8,11,14,21,32,3,11,6,10205652.0,116,75406.0,- -,263085157,2014-01-15,3,3,7,11,8
14006,1,4,7,16,35,6,8,0,0.0,48,298257.0,- -,279505469,2014-01-13,3,3,9,19,2
14005,15,17,18,29,33,4,8,4,6981095.0,45,200299.0,- -,251264064,2014-01-11,2,1,11,4,4
14004,7,10,19,27,28,9,12,3,11950083.0,69,104691.0,- -,259377488,2014-01-08,3,9,8,1,3
14003,7,11,13,21,33,5,6,3,12315060.0,43,177236.0,- -,262749156,2014-01-06,4,2,8,12,1
14002,1,12,21,24,29,1,7,1,10000000.0,71,201787.0,- -,265231194,2014-01-04,11,9,3,5,6
14001,5,13,20,23,29,8,11,1,10000000.0,63,148420.0,- -,245814203,2014-01-01,8,7,3,6,3
13153,4,5,16,17,30,3,9,0,0.0,43,288444.0,- -,235568607,2013-12-30,1,11,1,13,6
13152,9,12,14,18,19,3,9,5,7025670.0,31,372536.0,- -,208662004,2013-12-28,3,2,4,1,6
13151,2,13,21,27,30,3,4,0,0.0,49,230836.0,- -,218469468,2013-12-25,11,8,6,3,1
13150,6,7,14,18,22,8,11,1,10000000.0,26,451462.0,- -,195421794,2013-12-23,1,7,4,4,3
13149,6,7,8,9,13,5,7,2,9420969.0,44,228916.0,- -,180873480,2013-12-21,1,1,1,4,2
13148,2,5,9,29,32,3,7,1,10000000.0,37,212460.0,- -,177610569,2013-12-18,3,4,20,3,4
13147,3,9,22,24,25,5,9,2,9377504.0,30,343332.0,- -,171377233,2013-12-16,6,13,2,1,4
13146,6,7,15,25,31,1,9,1,10000000.0,63,187784.0,- -,168244721,2013-12-14,1,8,10,6,8
13145,2,13,15,18,20,2,11,0,0.0,32,347283.0,- -,153157780,2013-12-11,11,2,3,2,9
13144,3,20,21,23,35,2,8,2,16000000.0,17,699515.0,- -,128088241,2013-12-09,17,1,2,12,6
13143,3,8,14,21,31,6,8,3,14420116.0,56,222563.0,- -,118184260,2013-12-07,5,6,7,10,2
13142,6,11,25,28,29,4,12,2,15888944.0,73,131894.0,- -,115535221,2013-12-04,5,14,3,1,8
13141,5,15,18,25,31,8,10,0,0.0,48,185241.0,- -,111701804,2013-12-02,10,3,7,6,2
13140,1,12,17,26,28,1,6,4,5000000.0,57,226763.0,- -,91556766,2013-11-30,11,5,9,2,5
13139,5,6,18,20,31,6,7,5,8000000.0,40,261657.0,- -,82963265,2013-11-27,1,12,2,11,1
13138,3,8,13,17,24,7,9,15,8146848.0,381,19200.0,- -,81149879,2013-11-25,5,5,4,7,2
13137,4,12,32,33,34,6,8,2,7657598.0,115,56356.0,- -,152139878,2013-11-23,8,20,1,1,2
13136,5,11,15,25,28,5,11,6,9754867.0,76,91070.0,- -,154167079,2013-11-20,6,4,10,3,6
13135,4,13,19,25,26,7,12,0,0.0,48,237248.0,- -,171612098,2013-11-18,9,6,6,1,5
13134,2,13,19,23,32,2,9,0,0.0,44,261692.0,- -,148480349,2013-11-16,11,6,4,9,7
13133,2,8,10,16,17,9,12,1,10000000.0,22,582190.0,- -,122965280,2013-11-13,6,2,6,1,3
13132,23,26,28,31,34,2,10,4,6470096.0,70,96795.0,- -,105675073,2013-11-11,3,2,3,3,8
13131,12,15,29,30,31,4,12,0,0.0,62,155171.0,- -,116854488,2013-11-09,3,14,1,1,8
13130,8,9,15,19,30,6,9,4,11001974.0,66,120078.0,- -,95469948,2013-11-06,1,6,4,11,3
13129,11,23,29,30,33,1,4,5,10832988.0,70,123172.0,- -,103338276,2013-11-04,12,6,1,3,3
13128,11,13,27,33,35,1,2,12,8342888.0,181,19200.0,- -,113183371,2013-11-02,2,14,6,2,1
13127,3,14,16,19,32,5,10,4,11181382.0,49,165265.0,- -,165583037,2013-10-30,11,2,3,13,5
13126,9,10,15,18,30,3,6,3,7164717.0,52,148014.0,- -,172845865,2013-10-28,1,5,3,12,3
13125,4,8,14,23,28,4,8,9,9259908.0,76,92014.0,- -,178104632,2013-10-26,4,6,9,5,4
13124,5,7,18,21,32,10,11,1,10000000.0,61,130889.0,- -,207891533,2013-10-23,2,11,3,11,1
13123,2,9,10,33,34,5,12,0,0.0,42,206820.0,- -,201386997,2013-10-21,7,1,23,1,7
13122,15,17,20,24,35,4,12,1,10000000.0,24,500136.0,- -,183742526,2013-10-19,2,3,4,11,8
13121,3,18,19,20,24,3,12,3,13621091.0,31,335972.0,- -,167954219,2013-10-16,15,1,1,4,9
13120,6,14,15,22,26,3,11,0,0.0,16,662380.0,- -,167252806,2013-10-14,8,1,7,4,8
13119,1,2,16,23,35,1,11,1,10000000.0,44,318764.0,- -,144276439,2013-10-12,1,14,7,12,10
13118,4,6,11,20,31,1,5,1,10000000.0,38,270168.0,- -,124989788,2013-10-09,2,5,9,11,4
13117,5,16,23,25,33,7,12,1,5000000.0,31,317870.0,- -,112954194,2013-10-07,11,7,2,8,5
13116,13,22,23,30,33,9,11,2,8000000.0,53,156675.0,- -,97540922,2013-10-05,9,1,7,3,2
13115,5,16,29,32,34,4,11,10,8000000.0,192,19200.0,- -,87253881,2013-10-02,11,13,3,2,7
13114,6,17,21,23,33,1,9,6,6173985.0,677,19200.0,- -,135253881,2013-09-30,11,4,2,10,8
13113,19,21,23,28,30,8,12,4,6675534.0,191,39937.0,- -,154688007,2013-09-28,2,2,5,2,4
13112,2,10,20,22,29,5,12,1,10000000.0,31,349468.0,- -,164634801,2013-09-25,8,10,2,7,7
13111,7,12,13,20,27,1,3,2,14782739.0,105,75836.0,- -,151209447,2013-09-23,5,1,7,7,2
13110,7,16,18,32,33,2,7,2,9388735.0,37,280318.0,- -,149035335,2013-09-21,9,2,14,1,5
13109,13,20,26,29,32,2,6,1,10000000.0,28,350316.0,- -,145869127,2013-09-18,7,6,3,3,4
13108,5,10,13,15,18,2,11,0,0.0,23,436537.0,- -,134193271,2013-09-16,5,3,2,3,9
13107,7,13,14,18,25,5,12,0,0.0,32,326792.0,- -,111070403,2013-09-14,6,1,4,7,7
13106,6,7,12,13,27,3,12,1,5000000.0,48,193755.0,- -,88399110,2013-09-11,1,5,1,14,9
13105,7,13,27,30,34,1,12,1,5000000.0,43,179747.0,- -,73054761,2013-09-09,6,14,3,4,11
13104,2,5,11,27,29,1,11,0,0.0,35,316475.0,- -,61624635,2013-09-07,3,6,16,2,10
13103,5,8,13,16,31,3,9,3,5000000.0,73,101876.0,- -,37443844,2013-09-04,3,5,3,15,6
13102,6,12,15,19,26,2,11,0,0.0,29,357328.0,- -,36350423,2013-09-02,6,3,4,7,9
13101,4,9,13,15,32,2,9,3,8000000.0,23,402884.0,- -,14743158,2013-08-31,5,4,2,17,7
13100,9,12,24,26,30,5,9,5,8000000.0,45,154168.0,- -,6402825,2013-08-28,3,12,2,4,4
13099,4,11,28,30,33,5,12,6,8000000.0,82,19200.0,- -,12009973,2013-08-26,7,17,2,3,7
13098,2,6,16,29,34,10,11,2,5000000.0,71,115315.0,- -,35352220,2013-08-24,4,10,13,5,1
13097,7,8,13,17,32,3,8,2,8000000.0,18,424326.0,- -,28216869,2013-08-21,1,5,4,15,5
13096,17,19,20,22,26,6,8,0,0.0,29,291846.0,- -,19111160,2013-08-19,2,1,2,4,2
13095,3,17,28,30,33,1,10,3,5000000.0,33,227012.0,- -,642661,2013-08-17,14,11,2,3,9
13094,3,28,33,34,35,6,9,13,38400.0,341,19200.0,- -,0,2013-08-14,25,5,1,1,3
13093,1,5,17,18,26,5,7,9,1938009.0,76,58251.0,- -,0,2013-08-12,4,12,1,8,2
13092,7,10,21,27,33,3,9,4,2958913.0,73,72764.0,- -,0,2013-08-10,3,11,6,6,6
13091,4,9,28,34,35,2,8,10,1157592.0,162,19200.0,- -,0,2013-08-07,5,19,6,1,6
13090,2,26,30,31,33,11,12,2,5000000.0,48,119328.0,- -,5263955,2013-08-05,24,4,1,2,1
13089,6,7,23,24,29,4,11,3,5000000.0,51,164812.0,- -,2846241,2013-08-03,1,16,1,5,7
13088,3,5,8,33,35,1,3,45,1841230.0,249,19200.0,- -,0,2013-07-31,2,3,25,2,2
13087,9,12,22,32,34,2,4,2,8000000.0,30,339582.0,- -,42617129,2013-07-29,3,10,10,2,2
13086,9,16,26,29,31,6,9,17,8000000.0,97,62204.0,- -,28968747,2013-07-27,7,10,3,2,3
13085,8,19,23,27,32,3,5,4,11161094.0,84,99300.0,- -,98643241,2013-07-24,11,4,4,5,2
13084,8,22,26,29,35,1,5,0,0.0,40,222478.0,- -,105974540,2013-07-22,14,4,3,6,4
13083,26,29,30,32,35,4,10,19,8000000.0,432,19200.0,- -,86994313,2013-07-20,3,1,2,3,6
13082,3,9,25,26,33,3,12,0,0.0,42,248817.0,- -,171994313,2013-07-17,6,16,1,7,9
13081,7,9,15,17,23,2,7,1,10000000.0,36,334875.0,- -,150300415,2013-07-15,2,6,2,6,5
13080,6,21,23,27,31,4,6,0,0.0,35,354848.0,- -,132673164,2013-07-13,15,2,4,4,2
13079,9,10,17,21,34,1,7,2,8780721.0,107,83492.0,- -,106225828,2013-07-10,1,7,4,13,6
13078,2,7,23,31,33,2,8,2,8951872.0,39,240875.0,- -,104883662,2013-07-08,5,16,8,2,6
13077,24,26,30,32,35,6,12,3,7605661.0,74,121192.0,- -,103028044,2013-07-06,2,4,2,3,6
13076,13,15,16,26,27,9,10,4,11849273.0,40,245697.0,- -,106302568,2013-07-03,2,1,10,1,1
