期号,first1,first2,first3,first4,first5,last1,last2,一等奖注数,一等奖奖金(元),二等奖注数,二等奖奖金(元),销售额(元),奖池奖金（元）,开奖日期,1~2,2~3,3~4,4~5,last1~last2
13075,1,11,13,19,35,7,8,3,12957017.0,34,271902.0,- -,111311262,2013-07-01,10,2,6,16,1
13074,6,14,20,24,32,1,7,6,10511761.0,89,102259.0,- -,112228527,2013-06-29,8,6,4,8,6
13073,3,5,23,27,31,2,6,5,11733489.0,43,265323.0,- -,124925587,2013-06-26,2,18,4,4,4
13072,12,27,28,33,35,3,5,11,8896944.0,204,30219.0,- -,131224965,2013-06-24,15,1,5,2,2
13071,13,19,26,27,28,3,11,3,7929319.0,107,98670.0,- -,170320645,2013-06-22,6,7,1,1,8
13070,9,12,18,21,29,1,8,2,16000000.0,120,93422.0,- -,172138704,2013-06-19,3,6,3,8,7
13069,6,12,13,16,30,7,12,1,10000000.0,57,208736.0,- -,165804899,2013-06-17,6,1,3,14,5
13068,10,17,27,34,35,5,7,5,6057629.0,93,66360.0,- -,151050094,2013-06-15,7,10,7,1,2
13067,2,3,5,8,29,10,12,3,7144174.0,22,343067.0,- -,168117873,2013-06-12,1,2,3,21,2
13066,6,7,13,33,34,2,11,1,10000000.0,77,117630.0,- -,173469085,2013-06-10,1,6,20,1,9
13065,9,28,31,34,35,2,9,1,10000000.0,299,22563.0,- -,164666357,2013-06-08,19,3,3,1,7
13064,21,24,26,28,32,1,3,1,10000000.0,27,400713.0,- -,159171307,2013-06-05,3,2,2,4,2
13063,3,5,11,27,28,5,6,1,10000000.0,31,334227.0,- -,146067573,2013-06-03,2,6,16,1,1
13062,1,5,8,9,12,9,12,5,7129714.0,40,295793.0,- -,133663835,2013-06-01,4,3,1,3,3
13061,1,14,18,21,32,5,10,0,0.0,22,553641.0,- -,142690976,2013-05-29,13,4,3,11,5
13060,15,25,26,32,35,5,10,8,8764358.0,71,59216.0,- -,116219946,2013-05-27,10,1,6,3,5
13059,3,8,11,24,27,7,12,0,0.0,61,182214.0,- -,148773878,2013-05-25,5,3,13,3,5
13058,20,21,27,31,35,7,11,2,9312826.0,33,300675.0,- -,125968561,2013-05-22,1,6,4,4,4
13057,7,15,27,33,35,7,10,0,0.0,28,272100.0,- -,123030080,2013-05-20,8,12,6,2,3
13056,11,22,30,32,35,3,4,3,13145398.0,74,131156.0,- -,106703983,2013-05-18,11,8,2,3,1
13055,4,5,22,23,24,3,9,4,11045664.0,43,183657.0,- -,107162071,2013-05-15,1,17,1,1,6
13054,5,8,21,30,32,1,8,4,6929758.0,27,324158.0,- -,114882950,2013-05-13,3,13,9,2,7
13053,13,31,33,34,35,5,7,9,8000000.0,296,19200.0,- -,123304395,2013-05-11,18,2,1,1,2
13052,1,2,10,29,31,1,10,7,9655923.0,68,118280.0,- -,166304395,2013-05-08,1,8,19,2,9
13051,5,8,15,18,33,7,8,2,16000000.0,71,153579.0,- -,189058365,2013-05-06,3,7,3,15,1
13050,14,22,30,32,33,7,8,2,7415141.0,68,81523.0,- -,183101262,2013-05-04,8,8,2,1,1
13049,18,22,25,31,32,4,6,1,10000000.0,50,142358.0,- -,185855837,2013-05-01,4,3,6,1,2
13048,10,11,23,32,33,1,4,14,8808724.0,54,121742.0,- -,180774662,2013-04-29,1,12,9,1,3
13047,12,20,28,30,35,3,11,0,0.0,34,292163.0,- -,228283036,2013-04-27,8,8,2,5,8
13046,15,16,19,25,32,5,11,0,0.0,35,280523.0,- -,207466383,2013-04-24,1,3,6,7,6
13045,8,11,12,21,25,2,7,4,11503473.0,54,172300.0,- -,186295531,2013-04-22,3,1,9,4,5
13044,7,11,13,18,28,5,10,3,13396670.0,36,281753.0,- -,192471304,2013-04-20,4,2,5,10,5
13043,7,13,25,34,35,7,9,4,10612376.0,40,154806.0,- -,192316919,2013-04-17,6,12,9,1,2
13042,2,6,22,23,33,1,6,2,9154000.0,32,291508.0,- -,200479790,2013-04-15,4,16,1,10,5
13041,3,13,14,15,34,5,8,3,6640933.0,130,47563.0,- -,198017788,2013-04-13,10,1,1,19,3
13040,16,17,22,26,35,3,10,1,10000000.0,13,771617.0,- -,205633582,2013-04-10,1,5,4,9,7
13039,6,23,30,33,35,7,10,0,0.0,53,110027.0,- -,192846712,2013-04-08,17,7,3,2,3
13038,1,19,24,25,26,7,9,0,0.0,40,256265.0,- -,180313811,2013-04-06,18,5,1,1,2
13037,2,26,31,32,34,6,8,1,8717832.0,46,90955.0,- -,159171880,2013-04-03,24,5,1,2,2
13036,8,12,32,33,35,3,5,1,9305077.0,45,106792.0,- -,158595131,2013-04-01,4,20,1,2,2
13035,5,14,28,32,34,7,8,6,6345873.0,40,229084.0,- -,157137514,2013-03-30,9,14,4,2,1
13034,1,3,11,19,29,4,8,4,10945238.0,25,292089.0,- -,175024647,2013-03-27,2,8,8,10,4
13033,12,18,22,28,31,1,11,0,0.0,18,575195.0,- -,183084465,2013-03-25,6,4,6,3,10
13032,12,27,28,33,35,1,8,1,10000000.0,46,174286.0,- -,159896906,2013-03-23,15,1,5,2,7
13031,12,17,18,26,32,10,11,1,10000000.0,29,320758.0,- -,152903939,2013-03-20,5,1,8,6,1
13030,3,5,9,10,28,5,7,0,0.0,33,271942.0,- -,142906622,2013-03-18,2,4,1,18,2
13029,5,7,17,25,26,4,10,1,10000000.0,68,118438.0,- -,124168043,2013-03-16,2,10,8,1,6
13028,13,19,28,30,34,8,12,0,0.0,36,229497.0,- -,117290371,2013-03-13,6,9,2,4,4
13027,3,12,14,24,35,3,8,1,5000000.0,38,213547.0,- -,99217311,2013-03-11,9,2,10,11,5
13026,2,10,16,30,33,5,6,5,8000000.0,74,79011.0,- -,86999987,2013-03-09,8,6,14,3,1
13025,3,23,25,26,28,10,12,2,8000000.0,15,542963.0,- -,95037003,2013-03-06,20,2,1,2,2
13024,9,12,14,18,24,1,4,1,5000000.0,23,413132.0,- -,84966486,2013-03-04,3,2,4,6,3
13023,5,19,24,26,35,5,7,0,0.0,45,161320.0,- -,68857932,2013-03-02,14,5,2,9,2
13022,3,4,13,17,23,3,8,2,8000000.0,18,465040.0,- -,53204819,2013-02-27,1,9,4,6,5
13021,23,24,28,30,33,1,11,1,5000000.0,36,228059.0,- -,43329822,2013-02-25,1,4,2,3,10
13020,6,11,20,31,32,5,9,0,0.0,44,133364.0,- -,30797768,2013-02-23,5,9,11,1,4
13019,6,12,17,29,30,7,11,1,5000000.0,76,72864.0,- -,18419704,2013-02-20,6,5,12,1,4
13018,20,23,31,33,34,3,9,1,5000000.0,62,50976.0,- -,11738506,2013-02-18,3,8,2,1,6
13017,11,14,22,29,34,5,11,39,4762252.0,135,51112.0,- -,10000000,2013-02-16,3,8,7,5,6
13016,5,15,19,27,32,8,9,0,0.0,26,296406.0,- -,170130710,2013-02-06,10,4,8,5,1
13015,14,15,26,32,33,1,11,3,12626560.0,30,299228.0,- -,152902085,2013-02-04,1,11,6,1,10
13014,5,8,25,29,31,2,4,1,10000000.0,48,174392.0,- -,154624839,2013-02-02,3,17,4,2,2
13013,13,15,29,30,35,1,11,0,0.0,68,69457.0,- -,146150128,2013-01-30,2,14,1,5,10
13012,1,14,31,32,34,2,11,0,0.0,11,457265.0,- -,135535963,2013-01-28,13,17,1,2,9
13011,1,2,8,15,23,6,9,3,8253813.0,27,430256.0,- -,116673757,2013-01-26,1,6,7,8,3
13010,9,15,17,18,29,9,11,0,0.0,48,165488.0,- -,117031592,2013-01-23,6,2,1,11,2
13009,10,17,19,27,29,5,12,7,9295928.0,91,63315.0,- -,100586068,2013-01-21,7,2,8,2,7
13008,2,7,25,29,34,3,6,2,16000000.0,16,676561.0,- -,124053473,2013-01-19,5,18,4,5,3
13007,14,29,32,33,34,3,6,2,5000000.0,112,19200.0,- -,116585204,2013-01-16,15,3,1,1,3
13006,8,20,25,31,32,5,7,2,15326804.0,50,166992.0,- -,126585204,2013-01-14,12,5,6,1,2
13005,18,22,26,28,31,10,12,0,0.0,31,328904.0,- -,123594996,2013-01-12,4,4,2,3,2
13004,7,8,12,20,25,3,7,6,9519363.0,63,89272.0,- -,101548129,2013-01-09,1,4,8,5,4
13003,1,16,18,21,31,9,12,1,10000000.0,37,278302.0,- -,120141232,2013-01-07,15,2,3,10,3
13002,4,20,27,31,32,6,12,0,0.0,17,553876.0,- -,108094375,2013-01-05,16,7,4,1,6
13001,6,9,11,31,32,5,11,0,0.0,27,330406.0,- -,87583599,2013-01-02,3,2,20,1,6
12154,3,26,27,31,32,3,9,0,0.0,23,285212.0,- -,69462813,2012-12-31,23,1,4,1,6
12153,8,9,10,13,22,5,10,1,5000000.0,32,245044.0,- -,54890188,2012-12-29,1,1,3,9,5
12152,4,17,26,33,34,2,8,11,8000000.0,38,217209.0,- -,42430665,2012-12-26,13,9,7,1,6
12151,3,19,20,24,33,3,4,0,0.0,34,254350.0,- -,69714376,2012-12-24,16,1,4,9,1
12150,2,14,18,24,31,2,3,0,0.0,14,682724.0,- -,51830291,2012-12-22,12,4,6,7,1
12149,2,10,23,33,34,5,10,4,8000000.0,52,133400.0,- -,30708485,2012-12-19,8,13,10,1,5
12148,4,16,27,29,34,6,11,3,8000000.0,61,130257.0,- -,32076134,2012-12-17,12,11,2,5,5
12147,2,3,17,19,33,2,9,3,8000000.0,15,561880.0,- -,28529333,2012-12-15,1,14,2,14,7
12146,1,10,13,17,26,6,8,4,8000000.0,34,229248.0,- -,22302458,2012-12-12,9,3,4,9,2
12145,5,22,31,33,35,6,9,1,5000000.0,60,59716.0,- -,22893881,2012-12-10,17,9,2,2,3
12144,11,13,14,21,29,1,10,27,8552475.0,41,211828.0,- -,3369368,2012-12-08,2,1,7,8,9
12143,9,27,29,30,31,3,6,2,6025581.0,118,19675.0,- -,102870962,2012-12-05,18,2,1,1,3
12142,15,19,29,34,35,7,10,2,13710907.0,87,80790.0,- -,109794215,2012-12-03,4,10,5,1,3
12141,3,11,19,23,34,2,12,1,10000000.0,58,124324.0,- -,109227850,2012-12-01,8,8,4,11,10
12140,7,17,27,28,29,9,10,14,8439702.0,238,19200.0,- -,102910036,2012-11-28,10,10,1,1,1
12139,9,10,12,22,25,4,11,4,10847211.0,56,131409.0,- -,159798479,2012-11-26,1,2,10,3,7
12138,13,17,27,31,33,6,12,4,6985552.0,64,152368.0,- -,168189135,2012-11-24,4,10,4,2,6
12137,3,12,20,21,27,1,6,6,10769924.0,38,263801.0,- -,176275822,2012-11-21,9,8,1,6,5
12136,2,23,29,30,31,1,4,3,10239374.0,145,29995.0,- -,187811157,2012-11-19,21,6,1,1,3
12135,3,5,17,18,33,6,7,0,0.0,43,229932.0,- -,195352677,2012-11-17,2,12,1,15,1
12134,1,6,18,32,35,2,7,2,7083957.0,86,55851.0,- -,174119756,2012-11-14,5,12,14,3,5
12133,5,7,13,29,30,1,5,0,0.0,31,297198.0,- -,177867882,2012-11-12,2,6,16,1,4
12132,5,8,21,25,33,1,11,3,6760872.0,145,41009.0,- -,158224875,2012-11-10,3,13,4,8,10
12131,2,16,18,27,30,8,12,1,10000000.0,36,170216.0,- -,165300948,2012-11-07,14,2,9,3,4
12130,14,19,23,29,30,6,7,2,13130737.0,28,217172.0,- -,162055982,2012-11-05,5,4,6,1,1
12129,1,7,21,28,31,3,9,1,10000000.0,36,181057.0,- -,162359872,2012-11-03,6,14,7,3,6
12128,9,10,19,30,31,4,11,16,8000000.0,169,19200.0,- -,158101513,2012-10-31,1,9,11,1,7
12127,12,13,14,25,35,10,12,1,10000000.0,42,221486.0,- -,232101513,2012-10-29,1,1,11,10,2
12126,13,14,21,28,29,5,10,0,0.0,24,383446.0,- -,222582953,2012-10-27,1,7,7,1,5
12125,6,14,17,22,35,1,2,0,0.0,32,235073.0,- -,202092498,2012-10-24,8,3,5,13,1
12124,7,11,19,20,35,5,10,1,9732065.0,74,76016.0,- -,185343410,2012-10-22,4,8,1,15,5
12123,5,8,18,30,33,1,9,2,7423207.0,59,97537.0,- -,183245311,2012-10-20,3,10,12,3,8
12122,23,24,25,29,31,3,12,1,10000000.0,60,112555.0,- -,185975688,2012-10-17,1,1,4,2,9
12121,7,18,20,29,30,5,6,7,9275696.0,77,80416.0,- -,180675093,2012-10-15,11,2,9,1,1
12120,2,10,21,23,29,3,4,1,9920032.0,61,91428.0,- -,205781709,2012-10-13,8,11,2,6,1
12119,5,6,9,19,32,6,9,1,10000000.0,33,215790.0,- -,203401661,2012-10-10,1,3,10,13,3
12118,5,17,25,30,33,1,12,0,0.0,38,209857.0,- -,198330008,2012-10-08,12,8,5,3,11
12117,1,12,18,21,33,7,8,2,7174572.0,182,28494.0,- -,181213469,2012-10-06,11,6,3,12,1
12116,1,11,18,20,22,7,10,0,0.0,36,214238.0,- -,0,2012-10-03,10,7,2,2,3
12115,1,6,13,19,23,6,9,0,0.0,9,440674.0,- -,169023532,2012-10-01,5,7,6,4,3
12114,3,6,21,33,35,1,7,0,0.0,21,439464.0,- -,154150771,2012-09-29,3,15,12,2,6
12113,3,10,22,27,29,3,12,2,6159271.0,103,25923.0,- -,133756829,2012-09-26,7,12,5,2,9
12112,1,2,28,31,35,5,7,3,12014531.0,35,221608.0,- -,140279011,2012-09-24,1,26,3,4,2
12111,1,24,25,30,33,4,11,0,0.0,22,376345.0,- -,143493586,2012-09-22,23,1,5,3,7
12110,1,11,17,19,26,5,12,5,5832108.0,42,115569.0,- -,125852385,2012-09-19,10,6,2,7,7
12109,1,22,30,32,35,9,11,4,6225248.0,49,113153.0,- -,144611573,2012-09-17,21,8,2,3,2
12108,6,7,12,24,35,2,6,1,10000000.0,54,110352.0,- -,157260079,2012-09-15,1,5,12,11,4
12107,4,7,9,22,33,1,3,0,0.0,35,221812.0,- -,153914360,2012-09-12,3,2,13,11,2
12106,15,23,25,29,31,9,10,2,7920817.0,18,370896.0,- -,137174318,2012-09-10,8,2,4,2,1
12105,5,6,14,15,31,6,8,3,12418867.0,35,243928.0,- -,138411865,2012-09-08,1,8,1,16,2
12104,16,18,24,25,27,4,9,0,0.0,28,328393.0,- -,140640872,2012-09-05,2,6,1,2,5
12103,2,9,18,23,24,1,4,2,15461412.0,23,358505.0,- -,121552988,2012-09-03,7,9,5,1,3
12102,2,4,6,13,35,4,8,1,10000000.0,26,332790.0,- -,118360865,2012-09-01,2,2,7,22,4
12101,2,5,8,9,31,3,7,1,5000000.0,22,371128.0,- -,109329359,2012-08-29,3,3,1,22,4
12100,7,9,13,19,27,1,3,16,8479128.0,48,99817.0,- -,97280598,2012-08-27,2,4,6,8,2
12099,12,18,24,25,32,2,12,0,0.0,20,462739.0,- -,160992010,2012-08-25,6,6,1,7,10
12098,2,11,28,29,30,6,12,2,12305452.0,57,86649.0,- -,140602551,2012-08-22,9,17,1,1,6
12097,9,17,24,29,32,1,2,1,10000000.0,35,179507.0,- -,142144368,2012-08-20,8,7,5,3,1
12096,5,10,19,24,35,8,9,0,0.0,61,126020.0,- -,138933742,2012-08-18,5,9,5,11,1
12095,6,9,22,27,30,8,12,3,11616961.0,30,211803.0,- -,122925022,2012-08-15,3,13,5,3,4
12094,2,14,23,32,35,1,10,3,10739438.0,33,157230.0,- -,127108672,2012-08-13,12,9,9,3,9
12093,2,16,21,31,33,4,11,1,10000000.0,27,326691.0,- -,133431285,2012-08-11,14,5,10,2,7
12092,8,9,23,25,31,2,12,3,11253435.0,27,222019.0,- -,124289219,2012-08-08,1,14,2,6,10
12091,3,10,28,31,33,1,9,2,12674385.0,31,167315.0,- -,129358969,2012-08-06,7,18,3,2,8
12090,2,21,27,29,33,2,10,1,10000000.0,42,160532.0,- -,130347386,2012-08-04,19,6,2,4,8
12089,6,12,21,29,32,6,11,0,0.0,31,254756.0,- -,125297322,2012-08-01,6,9,8,3,5
12088,13,17,24,30,35,2,10,2,7856000.0,19,358400.0,- -,108698300,2012-07-30,4,7,6,5,8
12087,1,6,7,21,31,4,11,1,5000000.0,22,418116.0,- -,110130296,2012-07-28,5,1,14,10,7
12086,3,20,25,29,32,5,10,0,0.0,19,322451.0,- -,95922991,2012-07-25,17,5,4,3,5
12085,7,18,29,31,33,10,12,11,8752302.0,36,135472.0,- -,82168393,2012-07-23,11,11,2,2,2
12084,21,24,27,29,31,1,2,2,15637891.0,36,239619.0,- -,122538709,2012-07-21,3,3,2,2,1
12083,16,19,28,29,31,5,8,1,10000000.0,30,226073.0,- -,119081870,2012-07-18,3,9,1,2,3
12082,2,4,9,10,15,8,10,2,8572096.0,31,278118.0,- -,114033805,2012-07-16,2,5,1,5,2
12081,10,16,17,30,35,1,8,2,15261700.0,51,172128.0,- -,113317516,2012-07-14,6,1,13,5,7
12080,11,12,14,25,28,2,5,0,0.0,25,335880.0,- -,110424961,2012-07-11,1,2,11,3,3
12079,1,5,25,32,33,1,10,1,5000000.0,11,421285.0,- -,92633784,2012-07-09,4,20,7,1,9
12078,1,2,23,25,35,5,12,4,5000000.0,47,171889.0,- -,80255739,2012-07-07,1,21,2,10,7
12077,10,30,32,33,34,2,3,6,8000000.0,155,19200.0,- -,82771249,2012-07-04,20,2,1,1,1
12076,2,14,16,22,24,2,5,0,0.0,15,606236.0,- -,110771249,2012-07-02,12,2,6,2,3
12075,7,9,10,18,22,5,10,0,0.0,31,288926.0,- -,90026538,2012-06-30,2,1,8,4,5
12074,10,22,23,30,32,1,7,50,5124457.0,58,123836.0,- -,70930242,2012-06-27,12,1,7,2,6
12073,18,23,29,33,34,2,7,1,10000000.0,26,248588.0,- -,311595963,2012-06-25,5,6,4,1,5
12072,4,8,17,22,25,4,10,0,0.0,29,316878.0,- -,306680564,2012-06-23,4,9,5,3,6
12071,13,23,29,31,34,6,8,4,11380051.0,41,190760.0,- -,286925096,2012-06-20,10,6,2,3,2
12070,9,22,23,32,34,6,8,0,0.0,33,220761.0,- -,292784939,2012-06-18,13,1,9,2,2
12069,2,4,22,25,34,2,11,1,10000000.0,17,619236.0,- -,276745169,2012-06-16,2,18,3,9,9
12068,1,21,31,32,35,3,6,0,0.0,88,38112.0,- -,263814038,2012-06-13,20,10,1,3,3
12067,20,22,27,30,33,1,2,1,10000000.0,26,346937.0,- -,256596305,2012-06-11,2,5,3,3,1
12066,1,20,25,29,33,4,6,0,0.0,27,348521.0,- -,247731515,2012-06-09,19,5,4,4,2
12065,10,22,28,29,34,5,11,2,7656219.0,44,132396.0,- -,227963752,2012-06-06,12,6,1,5,6
12064,9,12,13,15,30,9,10,2,15305809.0,29,292964.0,- -,229995094,2012-06-04,3,1,2,15,1
12063,11,25,26,29,35,1,2,2,7896195.0,55,123078.0,- -,227036376,2012-06-02,14,1,3,6,1
12062,21,32,33,34,35,8,9,32,8000000.0,582,19200.0,- -,228347790,2012-05-30,11,1,1,1,1
12061,5,10,14,27,33,7,9,2,8270453.0,87,87430.0,- -,384347790,2012-05-28,5,4,13,6,2
12060,2,16,21,24,30,6,10,2,16000000.0,28,347188.0,- -,384536427,2012-05-26,14,5,3,6,4
12059,9,13,19,21,27,3,4,4,7176230.0,32,322403.0,- -,379705028,2012-05-23,4,6,2,6,1
12058,13,21,29,31,35,4,12,4,10236187.0,72,71414.0,- -,386647639,2012-05-21,8,8,2,4,8
12057,1,2,14,33,34,3,5,1,10000000.0,28,326048.0,- -,395939072,2012-05-19,1,12,19,1,2
12056,11,21,23,26,34,7,9,2,7996485.0,28,242139.0,- -,386376159,2012-05-16,10,2,3,8,2
12055,7,22,26,32,33,1,8,2,7012551.0,78,60985.0,- -,387386703,2012-05-14,15,4,6,1,7
12054,1,16,18,27,30,10,11,4,11957059.0,14,639524.0,- -,391349045,2012-05-12,15,2,9,3,1
12053,11,12,26,28,31,7,12,0,0.0,23,357216.0,- -,395477861,2012-05-09,1,14,2,3,5
12052,10,20,26,31,33,10,12,1,10000000.0,31,266048.0,- -,377226308,2012-05-07,10,6,5,2,2
12051,1,2,17,18,33,5,12,1,10000000.0,28,373280.0,- -,370141010,2012-05-05,1,15,1,15,7
12050,13,17,22,28,29,1,10,2,8012098.0,37,185716.0,- -,357744136,2012-05-02,4,5,6,1,9
12049,9,18,22,27,31,10,12,0,0.0,29,242668.0,- -,358707839,2012-04-30,9,4,5,4,2
12048,6,9,26,30,35,5,6,4,9672065.0,92,47545.0,- -,343351390,2012-04-28,3,17,4,5,1
12047,5,7,17,30,34,3,10,0,0.0,18,349542.0,- -,355708159,2012-04-25,2,10,13,4,7
12046,4,8,19,23,27,4,11,0,0.0,32,222024.0,- -,342272592,2012-04-23,4,11,4,4,7
12045,5,11,17,20,28,11,12,2,14722286.0,121,66763.0,- -,327494107,2012-04-21,6,6,3,8,1
12044,3,4,14,32,35,1,2,4,11696601.0,11,504082.0,- -,325410674,2012-04-18,1,10,18,3,1
12043,1,6,25,31,34,3,9,0,0.0,26,248416.0,- -,330934635,2012-04-16,5,19,6,3,6
12042,7,24,27,28,35,7,12,5,10582278.0,41,191278.0,- -,317892751,2012-04-14,17,3,1,7,5
12041,1,2,13,22,23,2,10,2,15873288.0,38,249945.0,- -,328725027,2012-04-11,1,11,9,1,8
12040,2,13,23,28,29,1,5,0,0.0,41,223497.0,- -,324915094,2012-04-09,11,10,5,1,4
12039,15,21,22,24,35,1,5,3,7811240.0,99,107864.0,- -,305743107,2012-04-07,6,1,2,11,4
12038,11,23,25,31,35,1,3,0,0.0,14,680340.0,- -,308092525,2012-04-04,12,2,6,4,2
12037,9,13,27,31,35,3,10,0,0.0,38,160060.0,- -,288320107,2012-04-02,4,14,4,4,7
12036,1,9,20,30,31,8,12,0,0.0,90,98945.0,- -,275715296,2012-03-31,8,11,10,1,4
12035,1,4,30,32,35,8,12,3,7421871.0,31,267240.0,- -,255400272,2012-03-28,3,26,2,3,4
12034,1,8,15,16,29,8,9,3,12361830.0,24,350022.0,- -,259501847,2012-03-26,7,7,1,13,1
12033,8,13,19,27,32,1,8,0,0.0,57,168561.0,- -,261869884,2012-03-24,5,6,8,5,7
12032,7,8,16,26,34,7,11,0,0.0,60,157505.0,- -,241879359,2012-03-21,1,8,10,8,4
12031,19,21,23,25,30,3,8,3,12421718.0,22,375700.0,- -,222387989,2012-03-19,2,2,2,5,5
12030,3,21,22,26,32,1,3,1,10000000.0,16,587929.0,- -,224610048,2012-03-17,18,1,4,6,2
12029,4,7,8,18,29,7,10,0,0.0,34,201059.0,- -,213113822,2012-03-14,3,1,10,11,3
12028,10,12,15,33,34,3,10,0,0.0,40,97225.0,- -,198411361,2012-03-12,2,3,18,1,7
12027,3,10,11,22,31,5,7,6,6159670.0,48,167158.0,- -,189752158,2012-03-10,7,1,11,9,2
12026,10,11,22,23,29,2,9,3,8879660.0,67,24513.0,- -,209315120,2012-03-07,1,11,1,6,7
12025,1,2,5,12,27,4,7,1,10000000.0,43,222681.0,- -,220170940,2012-03-05,1,3,7,15,3
12024,3,11,17,21,30,3,7,7,9755308.0,56,141704.0,- -,210442692,2012-03-03,8,6,4,9,4
12023,7,9,17,29,35,9,10,2,8513649.0,35,235715.0,- -,231239956,2012-02-29,2,8,12,6,1
12022,7,12,20,33,35,1,10,3,6746733.0,89,70043.0,- -,230699005,2012-02-27,5,8,13,2,9
12021,10,15,21,31,34,7,8,3,7621507.0,29,306160.0,- -,237838706,2012-02-25,5,6,10,3,1
12020,12,14,27,29,34,3,6,1,10000000.0,35,245795.0,- -,241041919,2012-02-22,2,13,2,5,3
12019,7,9,17,30,34,1,12,1,10000000.0,22,322278.0,- -,232722464,2012-02-20,2,8,13,4,11
12018,3,10,14,29,31,4,8,0,0.0,28,377409.0,- -,227011384,2012-02-18,7,4,15,2,4
12017,6,11,22,29,34,3,12,19,8000000.0,460,19200.0,- -,205074410,2012-02-15,5,11,7,5,9
12016,5,14,20,29,31,8,12,0,0.0,32,263728.0,- -,294074410,2012-02-13,9,6,9,2,4
12015,12,13,24,26,33,6,8,3,7045244.0,44,163619.0,- -,275778245,2012-02-11,1,11,2,7,2
12014,10,14,24,30,32,1,12,2,8453986.0,24,323179.0,- -,281574644,2012-02-08,4,10,6,2,11
